OccNo,OccAcID,RegistrationNo,RegCountry,YearManufacture,MaxTakeOffWeight,WeightCategory,AircraftType,AircraftMake,AircraftModel,Organization,OperatorType,CARSubpart,StateOperator,OperationType,Departure,Destination,DamageLevel,PRODUCTION_DT
A13A0003,A13A0003_1,C-FSJU,CANADA,1995,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ-HALIFAX STANFIELD,CYYR- GOOSE BAY,NONE,2019-03-29T13:28:51
A13A0005,A13A0005_1,N33132,UNITED STATES,1998,115600,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYYR GOOSE BAY,KEWR NEWARK LIBERY,NONE,2019-03-29T13:28:51
A13A0007,A13A0007_1,C-FIBA,CANADA,1989,7350,5701-27000,AEROPLANE,BRITISH AEROSPACE,JETSTREAM 3200,PASCAN AVIATION,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,"CYBC BAIE-COMEAU, QC",CYWK WABUSH,NONE,2019-03-29T13:28:51
A13A0010,A13A0010_1,N131AJ,UNITED STATES,1981,8165,5701-27000,AEROPLANE,LEARJET,35A,AERO JET AVIATION I INC,COMMERCIAL,701 - FOREIGN,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,MONTREAL TRUDEAU (CYUL),CYYR GOOSE BAY,NONE,2019-03-29T13:28:51
A13A0011,A13A0011_1,G-ZZZC,UNITED KINGDOM,1995,242671,27001-272000,AEROPLANE,BOEING,777-200,BRITISH AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LONDON HEATHROW - EGLL,PHILADELPHIA - KPHL,NONE,2019-03-29T13:28:51
A13A0013,A13A0013_1,C-FSCH,CANADA,1947,1013,0-2250,AEROPLANE,STINSON,108-2,,PRIVATE,,N/A,UNKNOWN,CCW3,10 NM NNE CCW3,SUBSTANTIAL,2019-03-29T13:28:51
A13A0014,A13A0014_1,N365GA,UNITED STATES,1994,11181,5701-27000,AEROPLANE,ISRAEL AIRCRAFT (IAI),WESTWIND ASTRA 1125,,CORPORATE,N/A,N/A,BUSINESS,"KSAV - SAVANNAH, GA","CYYT - ST. JOHN'S, NL",NONE,2019-03-29T13:28:51
A13A0015,A13A0015_1,C-GLWS,CANADA,2001,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT ST. JOHN`S INTL,MDPC - PUNTA CANA INT'L,NONE,2019-03-29T13:28:51
A13A0016,A13A0016_1,C-GTGA,CANADA,1989,7531,5701-27000,AEROPLANE,BEECH,1900C,SKYLINK EXPRESS INC,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYDF - DEER LAKE,CYHZ - HALIFAX STANFIELD INT'L,NONE,2019-03-29T13:28:51
A13A0018,A13A0018_1,N365GA,UNITED STATES,1994,11181,5701-27000,AEROPLANE,ISRAEL AIRCRAFT (IAI),WESTWIND ASTRA 1125,GULFSTREAM AEROSPACE,CORPORATE,N/A,N/A,AIR TRANSPORT,CYYT - ST JOHN'S,KBGR - BANGOR,NONE,2019-03-29T13:28:51
A13A0021,A13A0021_1,C-FEVA,CANADA,1994,7765,5701-27000,AEROPLANE,BEECH,1900D,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYYT ST. JOHN'S,CYDF DEER LAKE,NONE,2019-03-29T13:28:51
A13A0023,A13A0023_1,N812AM,UNITED STATES,1988,12700,5701-27000,AEROPLANE,BRITISH AEROSPACE,BAE 125-800,AIRMED INTERNATIONAL,COMMERCIAL,701 - FOREIGN,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,LPAZ SANTA MARIA AIRPORT (AZORES),CYYT ST. JOHN'S,NONE,2019-03-29T13:28:51
A13A0024,A13A0024_1,C-FWAL,CANADA,1978,1270,0-2250,AEROPLANE,CESSNA,180K,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYID DIGBY,CYID DIGBY,SUBSTANTIAL,2019-03-29T13:28:51
A13A0026,A13A0026_1,C-GPAU,CANADA,1991,16465,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-100,PAL PROVINCIAL AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,SEPT ISLES - CYZV,WABUSH - CYWK,NONE,2019-03-29T13:28:51
A13A0026,A13A0026_2,C-GPAR,CANADA,1998,18996,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-300,PAL PROVINCIAL AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,ST JOHN'S - CYYT,WABUSH - CYWK,NONE,2019-03-29T13:28:51
A13A0027,A13A0027_1,N180DN,UNITED STATES,1992,184614,27001-272000,AEROPLANE,BOEING,767,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK- JOHN F KENNEDY,LIPZ- VENICE - MARCO POLO,NONE,2019-03-29T13:28:51
A13A0029,A13A0029_1,C-FPAI,CANADA,1985,12700,5701-27000,AEROPLANE,SAAB-FAIRCHILD,SF 340 A,PAL PROVINCIAL AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYYT - ST JOHN'S,CYJT - STEPHENVILLE,NONE,2019-03-29T13:28:51
A13A0031,A13A0031_1,C-FWSE,CANADA,2009,70533,27001-272000,AEROPLANE,BOEING,737-800,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT - ST. JOHN`S INTL,CYYZ - TORONTO LESTER B. PEARSON,NONE,2019-03-29T13:28:51
A13A0031,A13A0031_2,00324T,UNITED STATES,1980,71000,27001-272000,AEROPLANE,LOCKHEED,L-382 (C-130 HERCULES),UNITED STATES MILITARY,STATE,N/A,MILITARY,AIR TRANSPORT,CYYT-ST JOHN'S INTERNATIONAL,KSAV- SAVANNAH / HILTON HEAD INTERNATIONAL GEORGIA,NONE,2019-03-29T13:28:51
A13A0033,A13A0033_1,C-FOPN,CANADA,1970,5670,2251-5700,AEROPLANE,DE HAVILLAND,DHC-6-300,AIR LABRADOR,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYMH- MARYS HARBOUR,CYAY - ST. ANTHONY,SUBSTANTIAL,2019-03-29T13:28:51
A13A0038,A13A0038_1,N14121,UNITED STATES,1997,115680,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK LIBERTY,EGBD BIRMINGHAM,NONE,2019-03-29T13:28:51
A13A0046,A13A0046_1,N811NW,UNITED STATES,2005,233000,27001-272000,AEROPLANE,AIRBUS,A330-300,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EHAM - AMSTERDAM,KDTW- DETROIT,NONE,2019-03-29T13:28:51
A13A0048,A13A0048_1,C-GUJA,CANADA,2005,24040,5701-27000,AEROPLANE,BOMBARDIER,CL-600-2B19 (CRJ 200),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQX GANDER,CYHZ HALIFAX/STANFIELD INTL,NONE,2019-03-29T13:28:51
A13A0050,A13A0050_1,C-GNLF,CANADA,2008,6803,5701-27000,AEROPLANE,BEECH,B300,GOVERNMENT OF NEWFOUNDLAND AND LABRADOR,STATE,N/A,PROVINCIAL,AIR TRANSPORT,CYBX- LOURDES DE BLANC SABLON,CYAY - ST ANTHONY,NONE,2019-03-29T13:28:51
A13A0054,A13A0054_1,C-GCJN,CANADA,1978,95030,27001-272000,AEROPLANE,BOEING,727-200,CARGOJET AIRWAYS LTD.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX/STANFIELD INTL,CYHM MONCTON,NONE,2019-03-29T13:28:51
A13A0055,A13A0055_1,C-GTVG,CANADA,2007,79015,27001-272000,AEROPLANE,BOEING,737-800,SUNWING AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ- HALIFAX,MUSC- SANTA CLARA - CUBA,NONE,2019-03-29T13:28:51
A13A0056,A13A0056_1,C-GZSV,CANADA,1977,757,0-2250,AEROPLANE,CESSNA,152,GANDER FLIGHT TRAINING,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYQX GANDER INTL,CYQX GANDER INTL,NONE,2019-03-29T13:28:51
A13A0056,A13A0056_2,C-GSNQ,CANADA,1995,7766,5701-27000,AEROPLANE,BEECH,1900,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYYT - ST. JOHN'S,CYQX GANDER INTL,NONE,2019-03-29T13:28:51
A13A0057,A13A0057_1,9H-GVV,MALTA,,75500,27001-272000,AEROPLANE,AIRBUS,A319-100,,PRIVATE,,N/A,BUSINESS,KHPN - WESTCHESTER COUNTY AIRPORT,LFPB - PARIS-LE BOURGET,,2019-03-29T13:28:51
A13A0058,A13A0058_1,C-GLHO,CANADA,1997,7766,5701-27000,AEROPLANE,BEECH,1900D,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,DEER LAKE,GOOSE BAY,NONE,2019-03-29T13:28:51
A13A0059,A13A0059_1,C-FNGN,CANADA,2008,800,0-2250,AEROPLANE,DIAMOND,DA20-C1,MONCTON FLIGHT COLLEGE,COMMERCIAL,702 - AERIAL WORK,N/A,TRAINING,CYQM MONCTON/GREATER MONCTON INTL,CYQM MONCTON/GREATER MONCTON INTL,SUBSTANTIAL,2019-03-29T13:28:51
A13A0064,A13A0064_1,HB-JHC,SWITZERLAND,2009,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,SWISS INTERNATIONAL AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYQX GANDER INTL,LSZH - ZURICH AIRPORT,NONE,2019-03-29T13:28:51
A13A0065,A13A0065_1,C-GXMA,CANADA,1975,2100,0-2250,AEROPLANE,CESSNA,T337 G,FOREST PROTECTION,COMMERCIAL,702 - AERIAL WORK,N/A,FIRE FIGHTING / FIRE MANAGEMENT,CZBF BATHURST,CZBF BATHURST,SUBSTANTIAL,2019-03-29T13:28:51
A13A0066,A13A0066_1,C-FHKA,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL-MONTREAL TRUDEAU,CYYT- ST JOHN'S INTERNATIONAL,NONE,2019-03-29T13:28:51
A13A0067,A13A0067_1,G-BNWU,UNITED KINGDOM,1993,184614,27001-272000,AEROPLANE,BOEING,767,BRITISH AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KIAD-WASHINGTON DULLES,EGLL- LONDON HEATHROW,NONE,2019-03-29T13:28:51
A13A0069,A13A0069_1,N202UW,UNITED STATES,1995,112500,27001-272000,AEROPLANE,BOEING,757-200,US AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EHAM - AMSTERDAM,KPHL - PHILADELPHIA,NONE,2019-03-29T13:28:51
A13A0071,A13A0071_1,C-FZUG,CANADA,1997,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ-HALIFAX STANFIELD,CYYZ-TORONTO PEARSON,NONE,2019-03-29T13:28:51
A13A0073,A13A0073_1,N188AN,UNITED STATES,2001,103500,27001-272000,AEROPLANE,BOEING,757-200,AMERICAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK- JOHN F KENNEDY,LFPG- PARIS DEGAULLE,NONE,2019-03-29T13:28:51
A13A0074,A13A0074_1,C-GNJA,CANADA,2004,24040,5701-27000,AEROPLANE,BOMBARDIER,CL-600-2B19 (CRJ 200),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ- HALIFAX STANFIELD,CYYR- GOOSE BAY,NONE,2019-03-29T13:28:51
A13A0075,A13A0075_1,C-FIZU,CANADA,2010,19890,5701-27000,AEROPLANE,CANADAIR,CL-215-6B11 (CL-415),GOVERNMENT OF NEWFOUNDLAND AND LABRADOR,STATE,N/A,PROVINCIAL,FIRE FIGHTING / FIRE MANAGEMENT,CYWK-WABUSH,CYWK- WABUSH,DESTROYED,2019-03-29T13:28:51
A13A0079,A13A0079_1,N268SK,UNITED STATES,2001,22000,5701-27000,AEROPLANE,EMBRAER,EMB-145,CHAUTAUQUA AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK- JOHN F KENNEDY,CYYG- CHARLOTTETOWN,NONE,2019-03-29T13:28:51
A13A0080,A13A0080_1,N383WA,UNITED STATES,1990,285768,OVER 272001,AEROPLANE,MCDONNELL DOUGLAS,MD-11,WORLD AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EDDM-MUNICH GERMANY,KJFK- JOHN F. KENNEDY,NONE,2019-03-29T13:28:51
A13A0081,A13A0081_1,C-GTUB,CANADA,1947,794,0-2250,AEROPLANE,PIPER,PA-12,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYQX GANDER INTL 40 NM E - DEADMAN BAY,CYQX- 10 NM W - JOE BATTS POND,SUBSTANTIAL,2019-03-29T13:28:51
A13A0082,A13A0082_1,C-FADF,CANADA,1991,18643,5701-27000,AEROPLANE,BOMBARDIER,DHC-8-300,JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYSJ SAINT JOHN,CYUL- MONTREAL TRUDEAU,NONE,2019-03-29T13:28:51
A13A0083,A13A0083_1,C-FPAE,CANADA,2001,19504,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-300,PAL PROVINCIAL AIRLINES,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT-ST JOHN'S,CYDF DEER LAKE,NONE,2019-03-29T13:28:51
A13A0083,A13A0083_2,C-GLXV,CANADA,1996,7766,5701-27000,AEROPLANE,BEECH,1900D,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYDF DEER LAKE,CYYT- ST JOHN'S,NONE,2019-03-29T13:28:51
A13A0085,A13A0085_1,N278AY,UNITED STATES,2001,185000,27001-272000,AEROPLANE,AIRBUS,A330-300,US AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EDDF FRANKFURT GERMANY,KPHL PHILADELPHIA USA,NONE,2019-03-29T13:28:51
A13A0089,A13A0089_1,N12109,UNITED STATES,1994,112500,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR - NEWARK LIBERTY,EIDW-DUBLIN,NONE,2019-03-29T13:28:51
A13A0090,A13A0090_1,N718TW,UNITED STATES,1999,112500,27001-272000,AEROPLANE,BOEING,757-200,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KPHL - PHILADELPHIA INTL,LFPG - PARIS CHARLES DE GAULLE,NONE,2019-03-29T13:28:51
A13A0091,A13A0091_1,N14121,UNITED STATES,1997,115680,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,"STUTTGART, GERMANY","NEWARK, NJ",NONE,2019-03-29T13:28:51
A13A0092,A13A0092_1,N808MF,UNITED STATES,2001,33800,27001-272000,AEROPLANE,GULFSTREAM AEROSPACE,G IV,,CORPORATE,N/A,N/A,BUSINESS,LIRN - NAPLES INTERNATIONAL,KBGR - BANGOR INTERNATIONAL,NONE,2019-03-29T13:28:51
A13A0093,A13A0093_1,C-GOJZ,CANADA,2005,38329,27001-272000,AEROPLANE,CANADAIR,CL-600-2D15 (RJ705),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL - MONTREAL - TRUDEAU,CYHZ - HALIFAX INTERNATIONAL,NONE,2019-03-29T13:28:51
A13A0094,A13A0094_1,C-GERI,CANADA,1995,7765,5701-27000,AEROPLANE,BEECH,1900D,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYQX GANDER INTL,CYDF - DEER LAKE,NONE,2019-03-29T13:28:51
A13A0095,A13A0095_1,C-GNLO,CANADA,2010,6803,5701-27000,AEROPLANE,BEECH,B300,GOVERNMENT OF NEWFOUNDLAND AND LABRADOR,STATE,N/A,PROVINCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,CYYT - ST. JOHN'S,CYDF DEER LAKE,NONE,2019-03-29T13:28:51
A13A0096,A13A0096_1,C-GLAT,CANADA,1992,168000,27001-272000,AEROPLANE,AIRBUS,A310-300,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQB - QUEBEC/JEAN LESAGE INT'L,LFPG - PARIS CHARLES DE GAULLE,NONE,2019-03-29T13:28:51
A13A0097,A13A0097_1,,CANADA,1999,705,0-2250,AEROPLANE,,,,PRIVATE,,N/A,TRAINING,DAYSPRING AIRPARK NS,"DAYSPRING AIRPARK, NS",DESTROYED,2019-03-29T13:28:51
A13A0098,A13A0098_1,G-VRAY,UNITED KINGDOM,2012,233000,27001-272000,AEROPLANE,AIRBUS,A330-300,VIRGIN ATLANTIC,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EGLL- LONDON HEATHROW,KJFK - JFK NEW YORK,NONE,2019-03-29T13:28:51
A13A0100,A13A0100_1,N12109,UNITED STATES,1994,112500,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK LIBERTY,EDDH HAMBURG,NONE,2019-03-29T13:28:51
A13A0101,A13A0101_1,C-GLAT,CANADA,1992,168000,27001-272000,AEROPLANE,AIRBUS,A310-300,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,LPPR PORTO AIRPORT PORTUGAL,NONE,2019-03-29T13:28:51
A13A0102,A13A0102_1,C-GLQK,CANADA,2009,28998,27001-272000,AEROPLANE,DE HAVILLAND,DHC-8-400,PORTER AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ - HALIFAX STANFIELD,CYOW- OTTAWA,NONE,2019-03-29T13:28:51
A13A0104,A13A0104_1,C-GZUV,CANADA,1970,2495,2251-5700,AEROPLANE,CESSNA,T310Q,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYAU SOUTH SHORE REGIONAL,CYAU SOUTH SHORE REGIONAL,SUBSTANTIAL,2019-03-29T13:28:51
A13A0105,A13A0105_1,C-GCJZ,CANADA,1979,88360,27001-272000,AEROPLANE,BOEING,727-200,CARGOJET AIRWAYS LTD.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT ST. JOHN`S INTL,CYQM - MONCTON INTL,MINOR,2019-03-29T13:28:51
A13A0106,A13A0106_1,F-GSPA,FRANCE,1998,297550,OVER 272001,AEROPLANE,BOEING,777-200,AIR FRANCE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LFPG - PARIS CHARLES DE GAULLE,"KJFK - JFK INTERNATIONAL, NEW YORK",NONE,2019-03-29T13:28:51
A13A0108,A13A0108_1,N938UW,UNITED STATES,1994,112500,27001-272000,AEROPLANE,BOEING,757-200,US AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EIDW- DUBLIN,KPHL - PHILADELPHIA INTERNATIONAL,NONE,2019-03-29T13:28:51
A13A0110,A13A0110_1,C-GGOK,CANADA,2011,29574,27001-272000,AEROPLANE,DE HAVILLAND,DHC-8-400,JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ - TORONTO PEARSON,CYFC FREDERICTON,NONE,2019-03-29T13:28:51
A13A0111,A13A0111_1,C-FIWS,CANADA,2001,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ - HALIFAX STANFIELD,CYYT ST. JOHN`S INTL,NONE,2019-03-29T13:28:51
A13A0112,A13A0112_1,N935UW,UNITED STATES,1994,112500,27001-272000,AEROPLANE,BOEING,757-200,US AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EIDW - DUBLIN,KPHL - PHILADELPHIA,NONE,2019-03-29T13:28:51
A13A0113,A13A0113_1,EI-DAA,IRELAND,2001,233000,27001-272000,AEROPLANE,AIRBUS,A330-200,AER LINGUS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EIDW DUBLIN,KBOS BOSTON,NONE,2019-03-29T13:28:51
A13A0113,A13A0113_2,N218NV,UNITED STATES,,233000,27001-272000,AEROPLANE,AIRBUS,A320-200,SOUTHERN CROSS AVIATION,COMMERCIAL,701 - FOREIGN,N/A,FERRY,EIDW DUBLIN,KBGR BANGOR,NONE,2019-03-29T13:28:51
A13A0113,A13A0113_3,HZ-AKG,SAUDI ARABIA,,298000,OVER 272001,AEROPLANE,BOEING,777-200,SAUDI ARABIAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,OEJN JEDDAH SAUDI ARABIA,KIAD WASHINGTON DULLES,NONE,2019-03-29T13:28:51
A13A0114,A13A0114_1,A6-EEG,UNITED ARAB EMIRATES,2012,575000,OVER 272001,AEROPLANE,AIRBUS,A380-800,EMIRATES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK - NEW YORK,OMDB - DUBAI,UNKNOWN,2019-03-29T13:28:51
A13A0117,A13A0117_1,N836MH,UNITED STATES,2000,205000,27001-272000,AEROPLANE,BOEING,767-400,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EGLL- LONDON HEATHROW,KMSP - MINNEAPOLIS ST PAUL,NONE,2019-03-29T13:28:51
A13A0119,A13A0119_1,C-GRCN,CANADA,1945,6759,5701-27000,AEROPLANE,FAIREY,FIREFLY,CANADIAN FORCES - DND,STATE,N/A,MILITARY,OTHER,CYAW HALIFAX/SHEARWATER,CYAW HALIFAX/SHEARWATER,SUBSTANTIAL,2019-03-29T13:28:51
A13A0120,A13A0120_1,N41135,UNITED STATES,1999,112500,27001-272000,AEROPLANE,BOEING,757-200,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KIAD- WASHINGTON DULLES,EGLL-LONDON HEATHROW,,2019-03-29T13:28:51
A13A0121,A13A0121_1,C-GFAJ,CANADA,1999,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL,FRA FRANKFURT,NONE,2019-03-29T13:28:51
A13A0122,A13A0122_1,HB-VOQ,SWITZERLAND,1992,14061,5701-27000,AEROPLANE,BRITISH AEROSPACE,BAE 125-1000,,CORPORATE,N/A,N/A,AIR TRANSPORT,"CYYT ST. JOHN'S, NL","LSPC SANTA CRUZ, AZORES",NONE,2019-03-29T13:28:51
A13A0123,A13A0123_1,HB-JHC,SWITZERLAND,2009,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,SWISS INTERNATIONAL AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LSZH - ZURICH,KJFK - NEW YORK,NONE,2019-03-29T13:28:51
A13A0123,A13A0123_2,VT-JWR,INDIA,2012,235000,27001-272000,AEROPLANE,AIRBUS,A330-300,JET AIRWAYS (INDIA),COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EBBR - BRUSSELS,KEWR - NEWARK,NONE,2019-03-29T13:28:51
A13A0125,A13A0125_1,C-GLQO,CANADA,2009,28998,27001-272000,AEROPLANE,DE HAVILLAND,DHC-8-400,PORTER AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX,CYYT ST. JOHN`S INTL,NONE,2019-03-29T13:28:51
A13A0125,A13A0125_2,C-GKKN,CANADA,2010,12020,5701-27000,HELICOPTER,SIKORSKY,S-92A,COUGAR HELICOPTERS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYYT ST. JOHN`S INTL,TERRA NOVA DRILLING PLATFORM,NONE,2019-03-29T13:28:51
A13A0127,A13A0127_1,N664UA,UNITED STATES,1998,135000,27001-272000,AEROPLANE,BOEING,767-300,UNITED AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR - NEWARK LIBERTY INT'L,LSZH - ZURICH,NONE,2019-03-29T13:28:51
A13A0129,A13A0129_1,N322UP,UNITED STATES,1997,181890,27001-272000,AEROPLANE,BOEING,767-300,UNITED PARCEL SERVICE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EGSS - LONDON STANSTED,KSDF - LOUISVILLE INT'L,NONE,2019-03-29T13:28:51
A13A0130,A13A0130_1,C-FPDR,CANADA,1994,19550,5701-27000,AEROPLANE,CANADAIR,CL-600-2B16 (CHALLENGER 604),NORTH CARIBOO FLYING SERVICE,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYQM MONCTON/GREATER MONCTON INTL,CYYC - CALGARY,NONE,2019-03-29T13:28:51
A13A0132,A13A0132_1,C-GKEU,CANADA,2000,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQY SYDNEY,CYHZ HALIFAX,NONE,2019-03-29T13:28:51
A13C0001,A13C0001_1,C-GQHB,CANADA,1956,26380,5701-27000,AEROPLANE,CONVAIR,CV440/580,NOLINOR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYGL LA GRANDE RIVIERE,CYYQ CHURCHILL,NONE,2019-03-29T13:28:51
A13C0001,A13C0001_2,C-FECI,CANADA,1990,16900,5701-27000,AEROPLANE,ATR,ATR 42-300,CALM AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYQ CHURCHILL,CYRT RANKIN INLET,NONE,2019-03-29T13:28:51
A13C0003,A13C0003_1,C-GGZS,CANADA,1975,1451,0-2250,HELICOPTER,BELL HELICOPTER,206B,CUSTOM HELICOPTERS,COMMERCIAL,703 - AIR TAXI,N/A,SEARCH AND RESCUE,CYYQ CHURCHILL,CYEK ARVIAT,SUBSTANTIAL,2019-03-29T13:28:51
A13C0006,A13C0006_1,N427UP,UNITED STATES,1992,115895,27001-272000,AEROPLANE,BOEING,757-200,UNITED PARCEL SERVICE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KMSP MINNEAPOLIS-SAINT PAUL INTERNATIONAL,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A13C0008,A13C0008_1,N91022,UNITED STATES,1981,795,0-2250,AEROPLANE,PIPER,PA-18-150,,PRIVATE,,N/A,FERRY,CYQR REGINA,CYQW NORTH BATTLEFORD (CAMERON MCINTOSH),SUBSTANTIAL,2019-03-29T13:28:51
